NBEATS,NHITS,MLP,MLP(3L),LSTM,GRU,DLSTM,DGRU,TCN,TiDE,SNaive,ADE,ADE(uid),MLpol,MLpol(uid),MLewa,MLewa(uid),BestOnTrain,BestOnTrain(uid),EqAverage,EqAverage(uid),Windowing,Windowing(uid),BLAST,BLAST(uid),Data,Frequency
0.20855206861526862,0.19800881324030875,0.24108367381026186,0.14615706996966332,0.12258981637323418,0.12267996210759255,0.1611087713969087,0.14777531672853228,0.11088270830388695,0.30754902426713765,0.13459138324458397,0.12267150861331892,0.12080157548644442,0.16598393950995333,0.11041136067438383,0.16472042920937646,0.10750809153226475,0.19800881396123085,0.13461086038527895,0.12120625021292068,0.119582573713993,0.11861739211516492,0.1155901421688651,0.19800881396123085,0.13513826014144936,M4,Hourly
0.044171777726537596,0.04425690058245284,0.05860879830245432,0.05205015656824302,0.07214653534224069,0.06586343799256315,0.05986626820854268,0.06087930579313741,0.0720976583141039,0.054671022511830765,0.08348159394929071,0.04989597309489216,0.04806710761217695,0.04475123302719709,0.04764808423252783,0.04462230953572063,0.04679689724322238,0.044256899739792466,0.04631599794865139,0.05228969505109115,0.0496008730769617,0.04712746653118468,0.04775109227975653,0.049377130589201026,0.05126995816891258,M4,Quarterly
0.16044598585675424,0.1546047089416338,0.1772757441524296,0.14103904587568514,0.14647548175746866,0.14920886689246848,0.15527331127241278,0.15045912145416168,0.1486582424905942,0.2551001179905652,0.27333952240560333,0.15766258359543378,0.16007892298116372,0.17878532436840766,0.17151516465106834,0.17789381445278088,0.1730848884092311,0.1410390452096913,0.17240681894411194,0.15921771313909286,0.1617347203083187,0.16086828075071335,0.16437316516595987,0.1572941828447573,0.18350246544685467,Gluonts,nn5weekly
0.10055542181773879,0.11057666370496431,0.11062283283191295,0.12666363363717745,0.12415090929929125,0.12968862836617928,0.16147735530385768,0.13231066072784975,0.12166569378985327,0.14184962790657357,0.17559148305409866,0.11086204412863153,0.10794788809264506,0.11027153949672559,0.10585555055194948,0.11087220025823007,0.10559104663867105,0.17345626163523,0.11250271747129097,0.10980376594318646,0.10629324260822354,0.10762598572057192,0.10483424909205477,0.17345626163523,0.11250271747129097,Gluonts,m1monthly
0.12428375416071769,0.12373089839773534,0.12937991050599065,0.17510674821365405,0.1376322482801153,0.13308856951120454,0.28641089288061905,0.2917622176844242,0.13841808689861623,0.1556499823530607,0.14625670056889395,0.12196175211127819,0.12296225305053282,0.12123259624393942,0.12421689283182195,0.120516847318689,0.12235273469916463,0.14526285643094847,0.14046417768029176,0.12152502730571399,0.12250025351064771,0.12093885649466038,0.12175487246005022,0.14526285643094847,0.14046417768029176,Tourism,Quarterly
0.03998765939304209,0.038108815924407374,0.03992155521073265,0.04033733028750911,0.04316264168511666,0.043018466495686886,0.04374047553013679,0.044075774520900425,0.05141263603060395,0.06614871779942989,0.08045608954635144,0.039895090606015336,0.03869691755599437,0.04030061538657468,0.03854468565685989,0.03967045019538961,0.03932786293448474,0.03810881598089843,0.04058775769509673,0.04085610301463135,0.038637185572665184,0.03938392559742947,0.038803726450069805,0.03810881598089843,0.03971671218661996,M3,Quarterly
0.07147856259376936,0.07024230566484313,0.06324029195597174,0.06785904256837788,0.07460980788859246,0.07473422521474453,0.08222750567766093,0.09375280642183505,0.08030605229969415,0.08969387510776033,0.09269389612263867,0.06992833901156756,0.07005512819529394,0.06952639603073242,0.07050001536295272,0.06848284434569693,0.07014627448812391,0.06401177775450421,0.0638716714451589,0.0687204029370612,0.06899044807133639,0.06213905019830663,0.06327088876327609,0.06524803427228151,0.06635891186157446,Gluonts,electricityweekly
0.046381593811769414,0.04569885712871159,0.04866789510833671,0.05029912938192832,0.06844796731500481,0.06715505241761734,0.06740764313638484,0.06719985812534338,0.07343361641308886,0.0630730343346381,0.08295367244028759,0.051676066274374245,0.05088650542091841,0.047971715797444504,0.04770523379968282,0.046558119830040004,0.04743934829179958,0.04569885707866949,0.04821800331407679,0.05327972162427943,0.05150565186009615,0.05047031368978542,0.04995335907218985,0.04743423377807414,0.05031230464014763,M4,Monthly
0.09709806227507181,0.09456858863606807,0.0967991932032233,0.10022134743561001,0.1000476460433486,0.09111371074000517,0.14346352348483193,0.18254418427757982,0.10000929354089508,0.11943918577471685,0.1629851363450391,0.09900097063006048,0.09409012370547268,0.10396043859936975,0.09764302878900692,0.09964309493130066,0.09787482142296285,0.10000929470340852,0.10569359179767099,0.10184033802926423,0.09601492370189921,0.09701403413296593,0.09595153552893369,0.10000929470340852,0.10367991602569798,Gluonts,m1quarterly
0.06458554120165093,0.06315430421453264,0.06719255638555434,0.06661153490686522,0.07166312182311611,0.07293993587515211,0.07474777486959991,0.07592189898057981,0.07045380124286034,0.07959104498679398,0.11230998878578279,0.06503909847757856,0.06391663792910486,0.06406016382824561,0.06444291195141032,0.06377524153565882,0.06364654640063194,0.06458554072750368,0.06324870246156786,0.06573394622794093,0.06403568057520635,0.06429948166287401,0.06331838422135574,0.06458554072750368,0.06480549329730809,M3,Monthly
0.032516336343018544,0.032875856601061175,0.03425169816814975,0.041399903113782784,0.0779135005081444,0.04038837965538096,0.07019919009982932,0.17274960146654975,0.09102972461439848,0.033726020229610534,0.0626186405976709,0.034729657626971604,0.036283187573691325,0.032373479708183515,0.03830707014935942,0.03221156399657968,0.03925085130833726,0.032875854837768066,0.032741540337860954,0.035377358576144304,0.036808549806271254,0.033955022120911275,0.0355452755944892,0.032875854837768066,0.041813052854853004,M4,Weekly
0.17798736001327797,0.16542971019869634,0.16542389983954534,0.24186156890598892,0.23224797668607713,0.2036265332824662,0.18248191478099912,0.19045087439939948,0.225029360122499,0.17056288905615516,0.18660137576183616,0.16196548055729512,0.16007692239034535,0.16149788105157972,0.16089762281763856,0.1650871799897791,0.16267298326700577,0.17798736057248576,0.15795243138879478,0.17073125447005147,0.16788939780239667,0.16292170856076604,0.1651040444195025,0.18749162871064423,0.17900898810973506,Tourism,Monthly
0.00894859293199332,0.00879922349746843,0.014796595099695485,0.011020668231095506,0.010801281007669814,0.013177322926297854,0.014505548891055625,0.014234029834847712,0.016082379284619495,0.011603758785118204,0.2810668738276462,0.009428119397758747,0.009233941714989782,0.00886934005088947,0.010237365914724923,0.008862013308725677,0.009723177119536576,0.008799223324154504,0.008934639162292998,0.009693272410638765,0.009376125740364056,0.009343481528592476,0.009136079754817058,0.008948593172609529,0.010122284995072265,M4,Daily
