NBEATS,NHITS,MLP,MLP(3L),LSTM,GRU,DLSTM,DGRU,TCN,TiDE,SNaive,ADE,ADE(uid),MLpol,MLpol(uid),MLewa,MLewa(uid),BestOnTrain,BestOnTrain(uid),EqAverage,EqAverage(uid),Windowing,Windowing(uid),BLAST,BLAST(uid),Data,Frequency
0.17103046027528485,0.16941410253058528,0.18089011235939653,0.1764463404816725,0.14985174521427214,0.1501013013645178,0.15786766092604668,0.1522245199542482,0.1428037238294028,0.22580743539879886,0.15648344299960223,0.13903095998095583,0.13910263743217333,0.15112900476543556,0.14300598069199288,0.15068975071236324,0.14314552371298483,0.16941410249774536,0.1522661378598113,0.13906591779899025,0.13958706905414844,0.13893631304928206,0.13976325275415247,0.16941410249774536,0.15413700624702614,M4,Hourly
0.07474986911177646,0.07481208767377595,0.08933740022410554,0.07974387676052944,0.09560474470125162,0.08849687058389105,0.08828479502956417,0.08831472678745338,0.09293472882209826,0.08653719968491402,0.09747003421444084,0.07921912193875498,0.07809160223653941,0.07494214441930099,0.07779792637503338,0.07496456075187827,0.0770218164904996,0.0748120875286772,0.07665968193819447,0.08122716551255581,0.07919294526792243,0.07732448247551907,0.07802262407979911,0.07959767197856919,0.0799715645874797,M4,Quarterly
0.1320600263387786,0.12778751952111927,0.12695858340781363,0.11456634961031537,0.12700937042798152,0.12785237061535498,0.12861331861676345,0.12642151431119797,0.13269202201273625,0.1998879129518851,0.23997186299318868,0.12204015141285078,0.12359886535361589,0.13611678628513646,0.1328295756535775,0.13419011883649062,0.1315778690361849,0.11456634889386134,0.1365088180694646,0.12254450569025244,0.12301817257531962,0.12120511614223752,0.12311963172541349,0.13167352066300952,0.14255295573997637,Gluonts,nn5weekly
0.14079348549662252,0.14150786871281185,0.1426488211651816,0.14911412002018518,0.16920061657440297,0.16577228301315758,0.20753984677902118,0.1766077810898847,0.16869458739084026,0.17229961599774168,0.16427672286092307,0.14578305551673668,0.143448185474267,0.1405145809544877,0.14189490383432957,0.14224196074015646,0.14165162603120565,0.2184958947059238,0.14823449719501755,0.14474004794843415,0.14054293377816982,0.14398927269154432,0.13944184627140446,0.2184958947059238,0.14823449719501755,Gluonts,m1monthly
0.1502177645475887,0.14771858838886884,0.14971494941017166,0.1976817450003531,0.16008857583993213,0.15690558081823053,0.2669454529264366,0.2755873257017442,0.16207383194501507,0.20266857213843636,0.1661181643211171,0.14738831113483292,0.14696865339787885,0.14672803931023784,0.14952548592050863,0.1452582091637454,0.14703344467300336,0.168568118248159,0.15939870078749785,0.1470331176664976,0.14689994999311295,0.14613197213147505,0.14603301721321427,0.168568118248159,0.15939870078749785,Tourism,Quarterly
0.07964459735732611,0.078986618249969,0.07585932633326864,0.07674853623129609,0.09375561320787507,0.0876049922845366,0.09093154415360764,0.09580958404256841,0.11110434824374613,0.08666400478433331,0.09278651738380786,0.07616027447951879,0.07429953804302636,0.0759785571652168,0.07480869068366662,0.07614127626464323,0.0746868865583315,0.07898661819928911,0.07972179595881444,0.07599782460446043,0.07405880169737562,0.0737715482137523,0.07288665443898047,0.07898661819928911,0.08119789713104107,M3,Quarterly
0.12082811700629097,0.1149346028751534,0.11595874466329904,0.1165110903426596,0.09865805455631188,0.10151348066419254,0.10790983565971037,0.12353307829088365,0.10045789875596468,0.11871988021995979,0.105451600371591,0.10093801603335055,0.09942901617614171,0.09853423290169963,0.09663438154708058,0.09956493802553369,0.09641219151543481,0.10870407350203436,0.09616974793521021,0.1006379354678381,0.09882150002200082,0.09375406774173102,0.09207587049605116,0.11459758716742367,0.10120843276956686,Gluonts,electricityweekly
0.06442549672222135,0.0641660094182659,0.06663346770164365,0.06636911552221203,0.07948235702553462,0.07720536525824251,0.07465728938363918,0.07467143469171694,0.08705731752081755,0.07290817350101376,0.08330086916858294,0.06677200623680264,0.06588939137496445,0.06478618260930571,0.06481556530488013,0.06422504302542106,0.06451591006558649,0.06416600924393749,0.06474463116140414,0.067465178235919,0.06613715335124214,0.06569359746931545,0.06527148523998702,0.06587756144852315,0.06598380878497839,M4,Monthly
0.11078792798066894,0.1164012960668767,0.11566229401998142,0.11078852468275419,0.10656576002239034,0.1036431821175392,0.13496511260101132,0.16027428450757364,0.11029674316583354,0.11768599759574683,0.16398040519803556,0.10915827485578274,0.10595901957395998,0.10870938752813403,0.10887407633794767,0.1070747376022531,0.10967111452654191,0.11029674332892561,0.11811245755653262,0.11032050015983587,0.10621883195538553,0.10781174652234546,0.10646934695896092,0.11029674332892561,0.11495496554650403,Gluonts,m1quarterly
0.08240392292876801,0.082277739476135,0.08472610049265229,0.0829754267599295,0.08808148226164503,0.08886620449407419,0.09142335609839218,0.0883299920220884,0.09447677422424211,0.0931557833895106,0.10617725747199279,0.08138333537272661,0.0800128962413243,0.08138719841983472,0.08128085745001207,0.0812179246426667,0.08113065238944044,0.08240392301952135,0.0818941732048965,0.08145655905415976,0.07993973680925294,0.08036992409444563,0.07972862941402319,0.08240392301952135,0.08264254677704837,M3,Monthly
