unique_id,ds,NBEATS,NLinear,KAN,MLP,DLinear,y
T000000,1991-03-31,7632.289,5548.685,8649.31,7122.7183,6215.0674,5117.5793
T000000,1991-06-30,7911.065,4731.4683,8665.427,7251.749,5162.179,8526.838
T000000,1991-09-30,11378.66,8701.605,9892.2705,7109.648,10394.368,16595.3848
T000000,1991-12-31,16031.29,13857.414,9495.7,7069.9097,8125.605,7145.835
T000000,1992-03-31,8059.7847,6216.88,8819.655,7417.243,6470.2485,5465.9154
T000000,1992-06-30,8257.5625,5029.984,8979.999,7528.434,5304.1094,9303.35
T000000,1992-09-30,12231.371,9290.963,10551.457,7403.0605,10815.94,16747.1845
T000000,1992-12-31,16212.462,14163.8125,9906.714,7366.4287,8594.6875,6915.52
T000001,1991-03-31,326940.44,306541.12,334895.88,325187.62,302282.56,247941.03
T000001,1991-06-30,307915.06,254088.06,326316.8,328337.88,277948.7,308605.74
T000001,1991-09-30,374739.47,320174.94,347685.78,317061.4,388986.1,487843.4
T000001,1991-12-31,478917.6,457025.72,346099.84,315774.1,352865.94,326568.18
T000001,1992-03-31,342391.66,318688.1,332514.03,315892.16,293146.12,269902.06
T000001,1992-06-30,327863.56,259619.94,337906.25,318852.0,259941.12,343546.41
T000001,1992-09-30,410114.38,353473.97,373865.47,316592.6,393547.06,511731.1
T000001,1992-12-31,505774.03,471982.3,369157.44,316055.4,347733.8,348666.69
T000002,2003-06-30,227131.42,217536.06,246776.64,229426.77,263674.22,42304.0
T000002,2003-09-30,64155.906,113160.93,188972.4,229599.69,228830.67,188983.0
T000002,2003-12-31,210054.94,207982.7,190666.5,229679.3,202094.62,239926.0
T000002,2004-03-31,247668.12,223445.55,177373.03,229328.17,177804.31,219281.0
T000002,2004-06-30,228440.03,181838.56,166115.05,225493.05,216336.94,263012.0
T000002,2004-09-30,282426.97,217860.28,227636.75,227372.36,202463.8,263708.0
T000002,2004-12-31,285250.3,256606.0,246012.36,230032.89,274377.84,305695.0
T000002,2005-03-31,316185.8,236902.94,263120.12,235532.62,248035.97,260754.0
T000003,2003-06-30,64540.586,59386.65,65074.93,63650.008,67444.89,16254.0
T000003,2003-09-30,22682.879,30399.117,52155.965,63889.418,58835.312,43384.0
T000003,2003-12-31,51372.11,50667.484,53115.223,63845.242,55949.715,63979.0
T000003,2004-03-31,65998.76,63295.37,49192.668,63731.68,51769.258,58812.0
T000003,2004-06-30,58989.785,50825.844,44210.5,59720.86,53750.816,63616.0
T000003,2004-09-30,68450.766,51883.395,56867.56,64284.62,49162.32,63246.0
T000003,2004-12-31,70951.56,61174.176,62591.746,63666.21,72726.98,88251.0
T000003,2005-03-31,91186.49,69627.81,69211.73,63878.34,72276.97,74078.0
T000004,2003-06-30,86020.91,78935.375,86415.44,83843.71,88599.195,19229.0
T000004,2003-09-30,27301.36,42864.94,68486.195,82657.62,85925.016,65387.0
T000004,2003-12-31,72258.76,72718.625,68272.94,81513.914,69772.14,86103.0
T000004,2004-03-31,89246.45,82297.27,66507.87,81433.62,67291.32,86579.0
T000004,2004-06-30,87803.6,70764.51,62514.8,81647.63,75637.13,99266.0
T000004,2004-09-30,105740.984,79080.57,84129.89,82447.14,77286.37,100165.0
