unique_id,ds,NBEATS,NLinear,KAN,MLP,DLinear,y
T000000,1975-12-31,0.08920469,0.16985619,0.010952072,0.14248225,0.20816933,697458.0
T000000,1976-01-31,590185.3,663746.2,697458.0,697343.44,-690862.25,1187650.0
T000000,1976-02-29,1059548.0,1097207.5,948963.6,701921.1,-638416.25,1069690.0
T000000,1976-03-31,941669.6,1011220.44,978333.6,1068589.5,-931455.75,1078430.0
T000000,1976-04-30,933052.44,1007285.4,1019219.94,1063905.2,-907606.0,1059910.0
T000000,1976-05-31,923560.3,886172.9,1023025.6,1063472.9,-864064.75,1058020.0
T000000,1976-06-30,929009.75,907511.25,1029109.94,1052754.2,-709606.1,512728.0
T000000,1976-07-31,456145.8,507349.12,965070.75,1061144.4,-591700.25,884901.0
T000000,1976-08-31,813786.2,943143.5,938395.44,1063730.6,-766967.6,905529.0
T000000,1976-09-30,829993.4,764250.7,948903.9,1064675.4,-565384.25,617722.0
T000000,1976-10-31,578033.5,477896.3,897883.56,912990.4,-261046.75,410292.0
T000000,1976-11-30,398368.06,181159.94,884243.56,914032.2,-144633.5,854875.0
T000000,1976-12-31,818861.3,483724.84,840840.94,894548.44,-80395.25,652371.0
T000000,1977-01-31,638124.75,211949.69,872940.44,891337.7,289669.12,937352.0
T000000,1977-02-28,873174.5,780088.94,841113.44,898450.5,356691.06,1513480.0
T000000,1977-03-31,1382771.1,1389024.8,890847.75,915874.75,202684.38,1138080.0
T000000,1977-04-30,1022394.1,965027.94,860656.75,917467.7,355381.2,687150.0
T000000,1977-05-31,612496.0,633250.1,897828.7,922020.2,602292.0,1366120.0
T000000,1977-06-30,1252292.9,1365658.6,901652.9,931200.25,423295.8,1083180.0
T000000,1977-07-31,1007826.75,966097.2,912127.6,952981.7,288722.2,1375330.0
T000000,1977-08-31,1312270.5,1396634.8,1009305.1,951338.5,320981.75,456139.0
T000000,1977-09-30,483977.25,313179.25,896475.6,932956.6,286231.25,1243690.0
T000000,1977-10-31,1230507.0,1132512.4,1023987.5,932707.25,-13802.8125,922653.0
