unique_id,ds,NBEATS,NLinear,KAN,MLP,DLinear,y
T000000,1990-07-31,3486.5493,3429.8567,3745.3525,2680.3792,11210.172,5772.8769
T000000,1990-08-31,5145.0615,5768.134,3564.5352,2672.6228,10952.826,6053.7042
T000000,1990-09-30,4954.8066,5828.227,3006.049,2676.7766,8074.462,3878.1285
T000000,1990-10-31,3384.9927,2810.4104,2863.583,2675.0889,6477.55,2806.5149
T000000,1990-11-30,2652.85,1503.1217,2788.8806,2699.376,4355.233,1735.5382
T000000,1990-12-31,1972.9504,692.05786,2808.8174,2696.1267,3426.5947,2128.92
T000000,1991-01-31,2549.7112,1905.8358,2604.0776,2699.9365,3444.6016,1608.0142
T000000,1991-02-28,2101.6228,2146.721,2652.1177,2690.734,3046.3489,1441.3301
T000000,1991-03-31,1993.9308,2602.4426,3061.1152,2689.0898,3655.5972,2068.235
T000000,1991-04-30,2725.2078,3567.4087,3268.1995,2697.0522,3732.3628,2207.6102
T000000,1991-05-31,2647.919,3440.5002,3088.2686,2696.0164,5782.115,2918.41
T000000,1991-06-30,3110.5894,3429.443,3236.5293,2707.8772,8568.191,3400.8178
T000000,1991-07-31,3443.8933,3459.472,3467.6072,2707.8826,11538.641,6048.7421
T000000,1991-08-31,5396.992,5936.5645,3355.898,2701.7458,11390.592,6483.14
T000000,1991-09-30,5380.968,6175.1655,2970.8184,2705.1135,8417.544,4063.5027
T000000,1991-10-31,3596.3271,3050.5605,2849.3223,2704.1218,6602.1055,2900.23
T000000,1991-11-30,2721.713,1531.1555,2791.2688,2699.329,3506.552,1907.095
T000000,1991-12-31,2103.3047,811.1477,2810.1538,2693.2566,2664.3105,2338.51
T000000,1992-01-31,2715.0942,1676.3087,2649.5374,2696.2344,2594.043,1787.1651
T000000,1992-02-29,2280.3584,2288.5718,2699.7327,2688.407,2504.696,1699.6451
T000000,1992-03-31,2263.041,2742.6072,3193.0957,2686.8904,2729.673,1979.1052
T000000,1992-04-30,2605.9985,3607.1643,3400.8154,2695.1943,3312.6074,2824.26
T000000,1992-05-31,3236.366,3902.8252,3288.3694,2728.6912,5270.4404,3076.505
T000000,1992-06-30,3280.2002,3617.3066,3427.7954,2738.1763,7980.4766,3402.585
T000000,1992-07-31,3459.5745,3497.7434,3696.9194,2736.9927,10811.093,5985.83
T000000,1992-08-31,5363.91,6050.3164,3596.5,2730.5408,10502.553,6611.115
T000001,1990-07-31,107081.93,114264.125,126429.734,111223.81,308912.0,155264.0
T000001,1990-08-31,148008.97,159319.06,130284.27,111083.875,322772.7,170488.7
T000001,1990-09-30,150811.03,165920.16,118669.27,111091.5,289239.9,132573.7
T000001,1990-10-31,119467.45,119567.34,114844.18,111095.89,242079.9,132368.2
T000001,1990-11-30,121192.3,105432.68,107201.79,111110.46,169770.11,102293.9
T000001,1990-12-31,102352.414,69362.85,109862.32,111017.4,147639.66,77060.46
T000001,1991-01-31,86387.8,62563.12,107695.625,110977.61,134667.28,105801.7
T000001,1991-02-28,115591.234,112891.09,106151.43,110960.06,125905.58,70909.86
T000001,1991-03-31,82337.41,102069.484,110401.836,110993.62,120372.17,71229.47
T000001,1991-04-30,85475.45,107643.625,114422.53,110923.17,149901.5,99842.44
T000001,1991-05-31,110623.414,124775.19,112917.81,110783.28,176821.22,106268.9
T000001,1991-06-30,112700.58,129522.09,115197.02,107969.414,229314.1,102494.4
T000001,1991-07-31,103595.36,115155.66,118101.586,107891.73,310948.2,163841.8
