unique_id,ds,NBEATS,NHITS,MLP,MLP1,LSTM,GRU,DilatedRNN,DilatedRNN1,TCN,TiDE,SeasonalNaive,ADE,ADE(uid),MLpol,MLpol(uid),MLewa,MLewa(uid),LossOnTrain,LossOnTrain(uid),BestOnTrain,BestOnTrain(uid),EqAverage,EqAverage(uid),Windowing,Windowing(uid),BLAST,BLAST(uid),y
q1,2022-01-01,6953.918,7777.4956,7467.681,9178.869,6895.882,7412.6655,7569.5806,8388.6875,6490.074,9004.63,7145.835,7380.4990138819685,7380.4990138819685,7428.200503686758,7367.03380048985,7278.37056212462,7228.9468674034715,7370.774712255399,7370.774712255399,7777.49560546875,7145.835,7415.302556152344,7415.302556152344,7370.774712255399,7370.774712255399,7777.49560546875,7145.835,6915.52
q1,2022-04-01,5488.449,5733.5645,5772.2495,6511.081,5675.3755,5810.5312,4774.1006,4134.125,4891.8677,6042.3833,5465.9154,5664.6352919086075,5664.6352919086075,5676.923630774367,5691.538622913653,5605.458521760224,5629.163618955173,5658.798431612418,5658.798431612418,5733.564453125,5465.9154,5668.6292565429685,5668.6292565429685,5658.798431612418,5658.798431612418,5733.564453125,5465.9154,5696.01
q1,2022-07-01,9596.526,9613.041,10290.311,11699.837,9377.277,9165.816,11934.739,10766.07,9315.958,11486.197,9303.35,9730.2531243752,9730.2531243752,9756.948586587921,9591.30945967689,9627.014603321259,9431.153742726177,9723.749654047702,9723.749654047702,9613.041015625,9303.35,9795.264575195313,9795.264575195313,9723.749654047702,9723.749654047702,9613.041015625,9303.35,9507.025
q1,2022-10-01,17877.992,17393.424,18355.426,18820.781,16547.914,16284.228,22018.016,22198.684,16636.441,15296.378,16747.1845,17245.119167966983,17245.119167966983,17294.992622881684,16381.879088088928,17487.4958279599,16641.191290181105,17258.570037355465,17258.570037355465,17393.423828125,16747.1845,17332.923819335938,17332.923819335938,17258.570037355465,17258.570037355465,17393.423828125,16747.1845,17469.63
q1,2023-01-01,7804.582,8123.4136,7951.7305,9788.302,7171.4087,7877.6567,7520.8237,8355.442,6942.447,10573.655,7145.835,7800.851435726754,7800.851435726754,7872.615361847039,7775.057224503362,7873.297382123276,7520.608196185997,7786.1538913617105,7786.1538913617105,8123.41357421875,7145.835,7850.671879882812,7850.671879882812,7786.1538913617105,7786.1538913617105,8123.41357421875,7145.835,7672.665
q1,2023-04-01,5852.201,6123.3193,5999.685,7238.7207,5987.216,5849.91,4803.544,3898.8774,4846.85,7158.521,5465.9154,5899.047493535544,5899.047493535544,5936.430543665341,5957.862024208805,5912.83413887661,5812.030775327457,5898.485986249418,5898.485986249418,6123.3193359375,5465.9154,5920.47721796875,5920.47721796875,5898.485986249418,5898.485986249418,6123.3193359375,5465.9154,6407.285
q1,2023-07-01,9880.979,9977.082,10848.385,12326.757,9852.141,9588.487,12210.815,10589.6875,9476.435,10921.225,9303.35,10091.544187366835,10091.544187366835,10122.663531632266,9773.070125384382,9962.814414163648,9659.420491466484,10074.44530216538,10074.44530216538,9977.08203125,9303.35,10156.701831054688,10156.701831054688,10074.44530216538,10074.44530216538,9977.08203125,9303.35,10330.3
q1,2023-10-01,18720.537,18340.998,19183.8,19871.06,16912.285,17054.68,22771.428,22894.547,16920.05,18039.479,16747.1845,17866.894814000927,17866.894814000927,17961.53865557876,17045.220914179234,18278.69395305378,17100.192444187353,17868.605286599213,17868.605286599213,18340.998046875,16747.1845,17968.824576171875,17968.824576171875,17868.605286599213,17868.605286599213,18340.998046875,16747.1845,6995.05
q10,2022-01-01,86600.46,100138.42,92000.555,87598.695,75598.51,78189.47,94520.08,98092.07,84358.75,83382.62,64129.0,83214.60478273412,83214.60478273412,84418.28672550572,81551.06362580927,87896.1646254878,86061.55047070423,83779.86362752323,83779.86362752323,100138.421875,78189.46875,83576.732421875,83576.732421875,83779.86362752323,83779.86362752323,100138.421875,78189.46875,86979.0
q10,2022-04-01,78456.93,100330.94,83932.516,73875.36,81049.07,80727.336,115310.055,109989.89,82337.07,52375.812,92507.0,84143.77406504778,84143.77406504778,84626.60904871687,78029.09757798759,84626.84069276368,79660.3085744539,84184.84203676703,84184.84203676703,100330.9375,80727.3359375,84152.02734375,84152.02734375,84184.84203676703,84184.84203676703,100330.9375,80727.3359375,104594.0
q10,2022-07-01,89758.72,103988.12,94567.04,88028.484,84487.53,85500.25,96227.91,99572.8,84466.88,74443.375,83106.0,89042.1622972152,89042.1622972152,89867.18557606425,85322.8701535927,92070.0803095277,87866.40371535305,89411.2337232318,89411.2337232318,103988.1171875,85500.25,89237.8779296875,89237.8779296875,89411.2337232318,89411.2337232318,103988.1171875,85500.25,83742.0
