unique_id,ds,TFT,NBEATS,TiDE,NLinear,KAN,MLP,DLinear,NHITS,DeepNPTS,PatchTST,SeasonalNaive,ADE,ADE(UID),MLpol,MLpol(UID),MLewa,MLewa(UID),MLprod,MLprod(UID),BOA,BOA(UID),OGD,OGD(UID),FS,FS(UID),Ridge,Ridge(UID),LossOnTrain,LossOnTrain(UID),BestOnTrain,BestOnTrain(UID),EqAverage,EqAverage(UID),Windowing,Windowing(UID),BLAST,BLAST(UID),y
T000000,1987-04-30,4.973919,4.5477037,4.433008,3.9843395,5.1013584,4.686943,4.176917,4.9694757,4.108598,4.1924486,1.14,4.704936450375353,4.595596737819067,4.4089745000477185,4.799379479581092,4.274329918261843,4.830204688566068,4.450451400162174,4.65697255729679,4.42543542743122,4.691780352255842,4.6761464232147745,4.8045101178312954,5.1013584,4.749538627219906,4.422981038900164,4.379429913455372,4.6913203226253835,4.5901353871348025,4.686943,4.973919,4.731332966666667,4.558143450000001,4.653289278325642,4.470827147966336,4.686943,4.108598,5.1
T000000,1987-07-31,5.7202363,5.6897097,5.7236137,4.046113,0.7059381,5.2402973,4.4477367,4.9567285,4.109023,4.590471,1.03,5.240565813062952,4.96014782706651,3.6266074910255734,4.6135158439053505,3.8548646657926846,4.854689546303559,4.878022689321142,4.963652461907865,4.4415152071783055,5.0101981788905485,4.031438148427218,4.080337614768017,0.7059381,4.3429897974237335,4.383832431011029,4.595757601638667,5.004356157280626,5.051777525633276,5.2402973,5.7202363,4.403655483333334,5.032939250000001,5.119999093568461,4.91478364940745,5.2402973,4.109023,4.3
T000001,1991-04-30,168.29472,166.14517,165.72653,166.28592,159.25647,165.35266,160.85281,169.15746,159.98213,161.05081,123.0,165.14491734170275,164.04222574559518,160.93411539422513,164.21560692929097,160.6917634600771,163.46829206944693,163.993289109815,163.0391591756764,162.956553260861,163.17535404838833,163.47086494715103,163.25007758655943,159.25647,165.1960575020456,162.36987704461473,161.94587767088294,164.73412624818963,163.38050209293988,165.35266,160.85281,164.6981016666667,163.67536166666667,165.07314396873792,163.84808135247602,165.35266,165.72653,201.0
T000001,1991-07-31,170.50917,179.34872,179.05577,168.96548,157.1802,167.33612,164.30443,169.03586,159.98755,166.12363,118.0,168.02457110493492,170.846111987114,163.21178673256648,169.9345324032527,162.0700939122342,168.37685431305712,172.41183651211392,165.19919488396366,169.14311755424822,165.44796744056873,164.2034001774274,166.36930221440653,157.1802,176.53053642770212,168.29567137736268,166.94010198812293,168.0636099808863,169.68342126992536,167.33612,164.30443,167.2329366666667,169.8882116666667,169.06613511315993,170.60341091381545,167.33612,179.05577,214.0
T000002,1989-04-30,369.65625,334.76596,301.52832,385.95087,299.88623,372.21164,334.15213,337.71164,322.76636,336.74127,289.0,322.049151314761,322.5834462562999,323.3337087569231,353.0325452213547,324.23918693635636,349.9925555782398,331.53401257539514,332.42583734908635,329.3806759371168,330.5605156462433,338.1812971438561,339.75367663630414,299.88623,371.99795846016275,334.203799753053,345.1037622582886,346.556808695972,346.2384190387993,372.21164,372.21164,339.49968000000007,339.39737500000007,348.213211800349,348.9016701250792,372.21164,372.21164,330.0
T000002,1989-07-31,347.8352,378.17548,309.25314,329.6387,298.29376,325.04974,379.28857,360.81647,322.8371,403.0781,214.0,331.09147639131544,333.768524504174,341.5167544247819,358.54803272938585,332.31100050483076,363.31222764750987,361.1938375940263,347.8561909967916,353.4707535764039,352.87665145032105,334.7305617931362,349.03843742459145,298.29376,326.95505863187185,364.86399911430476,363.1744478247863,336.6121407248119,337.63089719414427,325.04974,325.04974,338.8346250000001,339.0201400000001,338.1180468361135,342.14750170575235,325.04974,325.04974,318.0
T000003,2004-01-31,39156.7,40929.617,40466.457,33920.88,39429.36,38782.777,46655.492,41754.67,40046.15,44063.875,36602.0,40053.68138694385,41339.193574523655,41534.97961847699,39930.974856648456,40598.90325490659,40439.881744805,40862.09173785115,42046.90951641352,40887.33076109725,41798.830646725866,40686.1013220758,41675.739651930475,39429.36,39168.516833333335,43238.479575558405,40096.6912847856,40252.81799103251,41742.895909852785,38782.777,39429.36,40016.54566666667,42069.334,40382.71959563262,41505.25169718769,38782.777,44063.875,41235.1
T000003,2004-04-30,43111.336,40702.152,42503.258,34419.14,39747.73,42086.83,50351.83,40803.93,42989.0,47403.53,40931.4,41631.05172263061,42983.9019960969,43623.237613251964,41523.23902738896,42965.28112523292,42153.63853987307,41655.05218581767,44200.2713832473,42120.712893320946,43875.569861275355,42850.721009804285,43600.18616402889,39747.73,40604.441,45651.241919344495,41167.98054459964,41015.897148425334,43564.70639710752,42086.83,39747.73,41573.49633333334,43966.54633333334,41335.85058270276,43079.96683630453,42086.83,47403.53,46557.6
T000004,1988-01-31,797515.1,791821.7,797023.7,827942.94,796082.5,795362.4,794235.8,808206.94,790947.5,794983.56,722636.0,796451.9062839991,794330.8078230119,793784.595554917,796113.6910960998,793191.084902987,795726.0428729578,793257.9180871366,793633.8520441564,793856.8774608582,793678.6243153396,796682.0307354922,799480.2077158553,796082.5,794130.7999999999,793510.7486772416,795104.4175035032,794471.5392392157,793756.6064538844,795362.4,790947.5,796656.0233333335,794182.4600000001,794193.9449821839,794196.3433937177,795362.4,796082.5,772214.0
T000004,1988-04-30,797687.8,829362.44,849367.5,786202.44,804203.7,784234.6,807271.5,813168.56,790967.94,814142.0,701800.0,805232.3720989075,817098.1243372377,803700.1091374897,805125.4565340935,797875.1302484804,805349.036981528,817039.7579430719,822495.142180487,811787.8000560803,820457.593233438,798555.3454741335,804932.430951401,804203.7,793135.4133333333,811611.4689259017,816283.0306188408,805077.3146906842,812299.0437331278,784234.6,790967.94,803270.8400000001,815885.8466666668,805936.4117708295,812134.4047160356,784234.6,804203.7,818797.0
