unique_id,ds,TFT,NBEATS,TiDE,NLinear,KAN,MLP,DLinear,NHITS,DeepNPTS,PatchTST,SeasonalNaive,ADE,ADE(UID),MLpol,MLpol(UID),MLewa,MLewa(UID),MLprod,MLprod(UID),BOA,BOA(UID),OGD,OGD(UID),FS,FS(UID),Ridge,Ridge(UID),LossOnTrain,LossOnTrain(UID),BestOnTrain,BestOnTrain(UID),EqAverage,EqAverage(UID),Windowing,Windowing(UID),BLAST,BLAST(UID),y
T000001,2006-01-01,15.855691,14.992529,15.40425,15.319978,14.30228,15.2413225,15.050317,16.559673,16.036983,15.414743,14.0,15.448316714812037,15.448316714812037,15.254465076124909,15.371488931968145,15.138643576207265,15.306068577209759,15.163806250191035,15.221730350922401,15.144843347685564,15.225686504102633,15.752494976233663,14.992638966742298,15.391581279208244,15.613525687428764,15.10952430480026,15.395123912637917,15.200319355411196,15.200319355411196,14.992529,15.855691,15.186008416666665,15.186008416666665,15.666811350086203,15.509547022816442,15.414743,16.559673,13
T000001,2006-02-01,16.180813,15.430068,15.883868,15.201974,15.998957,15.497335,15.344659,17.872156,15.863375,15.202658,15.0,15.74352960573855,15.74352960573855,15.702936168305241,15.566262955707277,15.583129319061712,15.808934361476256,15.704254796212387,15.717258798031692,15.740605151510904,15.718685920050385,16.137785560242964,15.803762739992402,15.356546944595904,15.864291243076561,15.430069620155642,15.759535120130032,15.70685232461557,15.70685232461557,15.430068,16.180813,15.698835833333332,15.698835833333332,16.19029069475164,16.247225110362805,15.202658,17.872156,19
T000001,2006-03-01,16.323578,16.20686,16.82511,16.274673,16.133331,16.188742,16.156397,18.202442,15.896317,15.596264,21.0,16.366559309691166,16.366559309691166,16.180409314157853,16.23600833558072,16.21787627685298,16.262426324898318,16.285791238548054,16.173761070865126,16.25710477907294,16.170511835378413,16.681156380451156,16.151664705741112,16.01114307519705,16.302545171869568,16.164885313050394,16.150452462462304,16.32984327465655,16.32984327465655,16.20686,16.323578,16.32538233333333,16.32538233333333,16.701146049397067,16.718647005944828,15.596264,18.202442,18
T000001,2006-04-01,16.36851,16.470654,17.0439,15.637566,15.760367,16.436749,15.762308,17.879797,15.653477,15.494836,20.0,16.451450605301183,16.451450605301183,16.100337486674206,16.24222229617978,16.38347142566994,16.2894867607633,16.271720632152284,16.14365036564351,16.28182413595079,16.134420398466563,16.50746091388497,15.895151767473791,15.64080416366396,16.38737959108859,16.208691186511146,16.138705091599697,16.309912062923463,16.309912062923463,16.470654,16.36851,16.286291,16.286291,16.745744991537055,16.720835228680397,15.494836,17.879797,14
T000001,2006-05-01,16.280226,15.19706,15.436921,14.887713,15.460723,15.353489,14.751019,17.119314,14.335133,14.89813,12.0,15.587564676264485,15.587564676264485,15.313555092320225,15.342392346192813,15.36904420856834,15.344664595030963,15.464206502249262,15.330423304773255,15.524020844258043,15.317299010805039,15.495572701903404,15.273881623352816,14.757629256733706,15.522572997114992,15.185365486779643,15.628808031011792,15.451207210296783,15.451207210296783,15.19706,16.280226,15.436021999999998,15.436021999999998,15.89643923611653,15.922349301547328,14.89813,17.119314,6
T000001,2006-06-01,16.09885,14.753424,15.185844,15.296162,15.201612,15.244655,15.232529,16.689241,14.774544,15.005721,14.0,15.457687763858232,15.457687763858232,15.245133690741637,15.264201562792797,15.029365856442073,15.210390817051392,15.28867357324664,15.260715730241193,15.287042730123076,15.254544221045567,15.445787491375786,15.21793738525662,15.118181461643573,15.449658592329941,15.003494584468086,15.53776125899472,15.300572260505,15.300572260505,14.753424,16.09885,15.296757833333332,15.296757833333332,15.648048182190907,15.643032171877415,15.005721,16.689241,15
T000001,2006-07-01,15.89423,14.382065,14.973517,14.378671,13.927795,14.868127,14.446583,17.483667,14.061073,14.626117,11.0,15.107035797203487,15.107035797203487,14.624610874910772,14.853947098058747,14.622640836474467,14.685761387761284,14.735803338747939,14.681196310223129,14.755280687351217,14.669365761103176,15.26057026833464,14.358293090113117,14.404081041499918,15.104240692662593,14.497162757427208,15.08407846350329,14.762810402861174,14.762810402861174,14.382065,15.89423,14.737400833333332,14.737400833333332,15.592140953639412,15.454946616531128,14.626117,17.483667,21
T000001,2006-08-01,15.731316,14.807383,14.433885,15.144502,13.073371,15.20783,15.197235,17.15495,14.573496,14.873195,15.0,15.173754749070703,15.173754749070703,14.760809768703904,15.032980155972561,14.899445107834707,14.639727859939994,14.75213538347028,14.821063659890381,14.750413810551283,14.811697169754014,15.388916278020766,14.060866117200622,14.995065888367815,15.142865150911188,14.873418871378279,15.097208992909168,14.755259670844229,14.755259670844229,14.807383,15.731316,14.733047833333334,14.733047833333334,15.564514290883768,15.296577166139382,14.873195,17.15495,17
T000001,2006-09-01,15.678157,15.277309,14.891828,15.486158,13.038238,15.520913,15.487044,17.171701,15.388788,15.106077,20.0,15.420310321666465,15.420310321666465,15.045201050910302,15.326692805111954,15.256603392217379,14.967566471407906,14.98799790352611,15.086185702926644,14.967409688051385,15.081737820217889,15.741352316408289,14.245507365530381,15.377121893586303,15.437917896684455,15.238375971166686,15.216091741679893,15.006135048101207,15.006135048101207,15.277309,15.678157,14.982100499999998,14.982100499999998,15.767879095035656,15.466352209086779,15.106077,17.171701,14
T000001,2006-10-01,15.771298,14.375292,14.078085,15.008141,13.04682,14.874207,14.894841,17.618607,14.687819,15.3104925,11.0,14.962716915039444,14.962716915039444,14.615313493280553,14.902855076235106,14.584596229498969,14.473951161772437,14.545214174914411,14.6437715903537,14.546996837443077,14.63782779541212,15.472712009012916,14.061808969561596,14.995393290574693,15.010189218003006,14.608639320409292,15.070738087461166,14.544126818282942,14.544126818282942,14.375292,15.771298,14.525640500000002,14.525640500000002,15.539189957689327,15.232721270869128,15.3104925,17.618607,12
