unique_id,ds,NBEATS,NHITS,MLP,MLP1,LSTM,GRU,DilatedRNN,DilatedRNN1,TCN,TiDE,SeasonalNaive,ADE,ADE(uid),MLpol,MLpol(uid),MLewa,MLewa(uid),LossOnTrain,LossOnTrain(uid),BestOnTrain,BestOnTrain(uid),EqAverage,EqAverage(uid),Windowing,Windowing(uid),BLAST,BLAST(uid),y
Q205,1991-12-31,6642.5474,6647.4253,6649.662,6657.5947,6612.8423,6714.8984,6410.3525,6966.0513,6643.2505,7102.1,6444.26,6722.534350747271,6635.936721520884,6673.90280967976,6574.28819253247,6667.7582487439895,6595.883952958706,6669.141046132325,6609.925278840781,6647.42529296875,6647.42529296875,6747.34716796875,6626.560087890625,6678.624384588021,6633.625074490786,6647.42529296875,6647.42529296875,6602.35
Q205,1992-03-31,6816.679,6885.049,6819.1055,6930.545,6733.8213,6685.396,6758.509,6979.472,6830.1523,7058.6206,6619.34,6865.70461348187,6830.401331547948,6863.776592066683,6772.538531517697,6866.406227416455,6783.405078992704,6830.572019705036,6789.836443239967,6885.048828125,6885.048828125,6851.0369873046875,6790.011005859375,6854.388076939746,6812.307624386242,6885.048828125,6885.048828125,6750.31
Q205,1992-06-30,6697.821,6757.0063,6711.29,6747.6523,6746.5376,6787.634,6620.591,6776.503,6736.892,7191.9478,6528.77,6807.341426776086,6720.68660976848,6762.411196913853,6660.238647023838,6759.921110235742,6678.74836609458,6754.951593739497,6695.667522520745,6757.00634765625,6757.00634765625,6800.703918457031,6714.200375976563,6765.088425666825,6719.922315087353,6757.00634765625,6757.00634765625,6411.28
Q205,1992-09-30,7881.5903,7825.457,7702.3257,7786.0225,7451.209,7524.411,7738.9434,7510.6943,7434.877,7532.0034,7530.53,7677.281640360966,7708.893417459851,7741.710902163835,7736.478018125754,7764.2414983259505,7731.06446336785,7716.446469500474,7693.0434423511615,7825.45703125,7825.45703125,7607.820983886719,7642.052822265625,7726.741877208747,7692.524062853847,7825.45703125,7825.45703125,7390.0
Q205,1992-12-31,6904.0664,6878.6865,6873.7876,6897.1333,6724.0444,6722.527,6412.494,7014.5767,6619.0894,7413.89,6444.26,6923.126151259648,6813.183243574785,6865.71897237391,6732.036773415471,6871.376070276641,6759.386795520471,6863.862998722391,6766.832851590436,6878.6865234375,6878.6865234375,6893.83349609375,6757.9493090820315,6888.389727830863,6806.598536691402,6878.6865234375,6878.6865234375,6714.01
Q205,1993-03-31,7082.5317,7127.598,6960.2393,7114.178,6704.291,6670.623,6852.3438,6975.1035,6764.8965,7290.57,6619.34,7024.839257673811,6972.568920723961,7047.974027025232,6935.694017533757,7067.060546815601,6947.003122230537,6992.524493573842,6920.132514286921,7127.59814453125,7127.59814453125,6946.981628417969,6880.462238769531,7029.049651280121,6956.648097588346,7127.59814453125,7127.59814453125,6894.95
Q205,1993-06-30,7072.998,7031.0317,6886.392,7004.485,6818.388,6695.105,6769.858,6804.3213,6685.212,7361.132,6528.77,6997.835120670467,6913.9680241114675,6991.949749839676,6864.915738014661,7003.397248433265,6885.4959094062615,6961.139188385053,6867.848400703563,7031.03173828125,7031.03173828125,6919.322509765625,6840.297727050782,6988.534376418751,6905.671766693989,7031.03173828125,7031.03173828125,6519.28
Q205,1993-09-30,8239.639,8119.5967,7952.7656,8132.285,7521.6826,7426.3027,7820.8555,7415.044,7382.631,7918.753,7530.53,7919.114314344355,7929.331911199584,7988.242067437784,7944.031486979438,8025.793109654506,7945.171268809194,7946.863008415726,7882.868443657487,8119.5966796875,8119.5966796875,7747.0517578125,7788.17904296875,7986.805820069174,7908.571522523405,8119.5966796875,8119.5966796875,7745.22
Q206,1991-12-31,9251.163,9190.707,9134.431,9123.279,9010.862,9327.101,8725.073,9953.996,9227.052,9830.67,8896.9,9267.094516219513,9243.85183916363,9257.270503024789,9120.22581929206,9241.64875164297,9140.123225711855,9251.075361324745,9179.968577827784,9190.70703125,9190.70703125,9365.747680664062,9208.1330078125,9251.61299928352,9193.317858847246,9190.70703125,9190.70703125,9106.1
Q206,1992-03-31,9291.014,9292.465,9118.948,9190.522,9183.987,9156.568,9035.723,9854.699,9490.343,9837.226,8838.4,9363.494266341306,9333.735626719854,9368.195991063198,9152.008965746028,9343.524724426617,9180.58901018115,9310.094625840913,9226.054090516744,9292.46484375,9292.46484375,9403.15625,9280.363110351562,9324.747425952077,9247.267469950257,9292.46484375,9292.46484375,8985.9
